expert_tile,model_tile,same_action,expert_shanten,model_shanten,expert_ukeire,model_ukeire,shanten_difference,ukeire_difference,model_prob,category,offset
north,north,True,3,3,58,58,0,0,0.34121277928352356,exact_match,9217.0
2m,red,False,3,3,56,69,0,-13,0.4743037521839142,better_ukeire,9218.0
green,red,False,2,2,53,53,0,0,0.40700462460517883,equivalent,9219.0
2s,red,False,2,2,20,20,0,0,0.7218588590621948,equivalent,9220.0
red,8m,False,1,1,13,12,0,1,0.5726826786994934,near_equivalent,9221.0
6s,red,False,1,1,16,16,0,0,0.8716513514518738,equivalent,9222.0
1s,1s,True,1,1,13,13,0,0,0.7155095934867859,exact_match,9223.0
1s,red,False,1,1,16,27,0,-11,0.9021390080451965,better_ukeire,9224.0
6p,6p,True,1,1,25,25,0,0,0.8010426759719849,exact_match,9225.0
9m,9m,True,1,1,16,16,0,0,0.8542233109474182,exact_match,9226.0
5p,5p,True,1,1,24,24,0,0,0.9887719750404358,exact_match,9227.0
red,red,True,0,0,7,7,0,0,0.9781526923179626,exact_match,9228.0
5m,5m,True,1,1,23,23,0,0,0.931108295917511,exact_match,9229.0
white,white,True,0,0,7,7,0,0,0.9915766716003418,exact_match,9230.0
7m,8m,False,0,1,6,21,-1,-15,0.6842902898788452,shanten_loss,9231.0
7s,7s,True,0,0,7,7,0,0,0.9351571202278137,exact_match,9232.0
4m,4m,True,0,0,6,6,0,0,0.9677242040634155,exact_match,9233.0
9s,9s,True,0,0,7,7,0,0,0.9745573997497559,exact_match,9234.0
3p,3p,True,0,0,6,6,0,0,0.9219394326210022,exact_match,9235.0
east,9s,False,3,3,51,43,0,8,0.7597875595092773,ukeire_loss,9236.0
8p,8p,True,1,1,17,17,0,0,0.7966136932373047,exact_match,9237.0
9s,9p,False,3,3,49,50,0,-1,0.5300815105438232,near_equivalent,9238.0
white,white,True,1,1,16,16,0,0,0.9637352824211121,exact_match,9239.0
9p,9p,True,3,3,56,56,0,0,0.5927048325538635,exact_match,9240.0
1m,1m,True,1,1,16,16,0,0,0.8845434188842773,exact_match,9241.0
green,green,True,2,2,40,40,0,0,0.5333453416824341,exact_match,9242.0
west,2s,False,3,2,52,39,1,13,0.3661143481731415,better_shanten,9243.0
west,south,False,3,3,64,63,0,1,0.36374062299728394,near_equivalent,9244.0
west,west,True,4,4,57,57,0,0,0.6818182468414307,exact_match,9245.0
south,south,True,4,4,74,74,0,0,0.5588399767875671,exact_match,9246.0
1p,1p,True,4,4,69,69,0,0,0.3706951141357422,exact_match,9247.0
red,9p,False,4,4,73,69,0,4,0.5776384472846985,ukeire_loss,9248.0
9s,west,False,4,4,65,69,0,-4,0.6427040100097656,better_ukeire,9249.0
north,north,True,3,3,24,24,0,0,0.5317574143409729,exact_match,9250.0
9m,green,False,3,3,20,20,0,0,0.25356361269950867,equivalent,9251.0
9p,9p,True,3,3,46,46,0,0,0.6250157356262207,exact_match,9252.0
9m,9m,True,3,3,20,20,0,0,0.7011660933494568,exact_match,9253.0
8m,white,False,3,3,45,45,0,0,0.7405515909194946,equivalent,9254.0
3p,3p,True,3,3,19,19,0,0,0.6548591256141663,exact_match,9255.0
1m,1m,True,2,2,19,19,0,0,0.6512133479118347,exact_match,9256.0
1s,green,False,3,3,53,54,0,-1,0.3251047134399414,near_equivalent,9257.0
white,white,True,1,1,15,15,0,0,0.8628320693969727,exact_match,9258.0
9p,white,False,3,3,36,51,0,-15,0.5339508652687073,better_ukeire,9259.0
1m,1m,True,1,1,15,15,0,0,0.9759461879730225,exact_match,9260.0
3m,white,False,3,3,34,41,0,-7,0.39376991987228394,better_ukeire,9261.0
green,green,True,1,1,15,15,0,0,0.9519330263137817,exact_match,9262.0
white,green,False,3,3,41,41,0,0,0.29553699493408203,equivalent,9263.0
6p,8p,False,0,0,4,3,0,1,0.6041061878204346,near_equivalent,9264.0
north,north,True,3,3,41,41,0,0,0.37569791078567505,exact_match,9265.0
east,east,True,0,0,4,4,0,0,0.9931715726852417,exact_match,9266.0
2s,east,False,4,3,41,40,1,1,0.4833906292915344,better_shanten,9267.0
7p,7p,True,0,0,4,4,0,0,0.6942383646965027,exact_match,9268.0
7p,2s,False,4,4,10,49,0,-39,0.3684958815574646,better_ukeire,9269.0
9p,2s,False,4,4,40,44,0,-4,0.5042685270309448,better_ukeire,9270.0
west,west,True,3,3,51,51,0,0,0.8769117593765259,exact_match,9271.0
red,red,True,3,3,74,74,0,0,0.8103851079940796,exact_match,9272.0
2m,2m,True,2,2,21,21,0,0,0.6009212136268616,exact_match,9273.0
white,green,False,3,3,60,60,0,0,0.5567530393600464,equivalent,9274.0
4p,9m,False,1,1,15,15,0,0,0.8511155247688293,equivalent,9275.0
green,green,True,1,1,15,15,0,0,0.8538487553596497,exact_match,9276.0
green,green,True,3,3,71,71,0,0,0.6472883224487305,exact_match,9277.0
9m,9m,True,1,1,28,28,0,0,0.7669724822044373,exact_match,9278.0
1s,1s,True,1,1,28,28,0,0,0.9774752855300903,exact_match,9279.0
8m,8m,True,3,3,68,68,0,0,0.7148373126983643,exact_match,9280.0
8m,8m,True,1,1,28,28,0,0,0.38663503527641296,exact_match,9281.0
3s,7s,False,2,2,55,53,0,2,0.6249904632568359,near_equivalent,9282.0
south,south,True,1,1,28,28,0,0,0.9537954330444336,exact_match,9283.0
3m,7s,False,1,2,11,51,-1,-40,0.6173343062400818,shanten_loss,9284.0
6m,8p,False,1,1,28,18,0,10,0.37404438853263855,ukeire_loss,9285.0
3p,4s,False,1,2,15,19,-1,-4,0.4272688031196594,shanten_loss,9286.0
5p,5p,True,1,1,28,28,0,0,0.7335355281829834,exact_match,9287.0
8p,8p,True,0,0,7,7,0,0,0.7340447306632996,exact_match,9288.0
5p,5p,True,0,0,7,7,0,0,0.9730952978134155,exact_match,9289.0
west,north,False,5,5,86,86,0,0,0.42140862345695496,equivalent,9290.0
1p,1p,True,3,3,27,27,0,0,0.6406314373016357,exact_match,9291.0
north,north,True,5,5,90,90,0,0,0.4709177315235138,exact_match,9292.0
9m,9m,True,3,3,26,26,0,0,0.8395683169364929,exact_match,9293.0
1m,white,False,4,4,47,55,0,-8,0.2721204161643982,better_ukeire,9294.0
6s,2m,False,3,3,47,25,0,22,0.5194042921066284,ukeire_loss,9295.0
9m,2m,False,4,4,44,46,0,-2,0.5844497084617615,near_equivalent,9296.0
1s,1s,True,2,2,18,18,0,0,0.5087196826934814,exact_match,9297.0
2m,south,False,4,4,49,60,0,-11,0.2830180525779724,better_ukeire,9298.0
3m,3m,True,1,1,10,10,0,0,0.7808147668838501,exact_match,9299.0
9p,9p,True,4,4,48,48,0,0,0.5015479922294617,exact_match,9300.0
5p,5p,True,0,0,7,7,0,0,0.9812986254692078,exact_match,9301.0
east,east,True,3,3,42,42,0,0,0.3380314111709595,exact_match,9302.0
green,green,True,0,0,7,7,0,0,0.988958477973938,exact_match,9303.0
white,3m,False,3,3,40,41,0,-1,0.4257901608943939,near_equivalent,9304.0
red,red,True,0,0,7,7,0,0,0.9699657559394836,exact_match,9305.0
red,red,True,2,2,17,17,0,0,0.5500944256782532,exact_match,9306.0
9p,red,False,3,3,56,65,0,-9,0.3002517521381378,better_ukeire,9307.0
9m,red,False,2,2,20,20,0,0,0.4225884974002838,equivalent,9308.0
2m,red,False,2,2,20,23,0,-3,0.5048420429229736,better_ukeire,9309.0
4s,5p,False,2,2,23,19,0,4,0.5473528504371643,ukeire_loss,9310.0
red,red,True,1,1,16,16,0,0,0.614188551902771,exact_match,9311.0
5p,5p,True,0,0,8,8,0,0,0.9888083338737488,exact_match,9312.0
east,east,True,0,0,8,8,0,0,0.9895545244216919,exact_match,9313.0
5s,5s,True,0,0,8,8,0,0,0.9869915246963501,exact_match,9314.0
2p,2p,True,0,0,8,8,0,0,0.9951737523078918,exact_match,9315.0
8p,8p,True,0,0,8,8,0,0,0.9950132966041565,exact_match,9316.0
8p,8p,True,0,0,8,8,0,0,0.9957042336463928,exact_match,9317.0
9s,9s,True,4,4,71,71,0,0,0.38964739441871643,exact_match,9318.0
2s,south,False,2,2,18,18,0,0,0.5242034792900085,equivalent,9319.0
red,east,False,3,3,58,59,0,-1,0.4335583448410034,near_equivalent,9320.0
south,south,True,1,1,16,16,0,0,0.8873884081840515,exact_match,9321.0
2m,east,False,2,2,16,16,0,0,0.8746223449707031,equivalent,9322.0
7p,7p,True,1,1,16,16,0,0,0.9139267206192017,exact_match,9323.0
white,white,True,2,2,15,15,0,0,0.6893432140350342,exact_match,9324.0
8m,8m,True,1,1,16,16,0,0,0.9622781872749329,exact_match,9325.0
2m,2m,True,2,2,15,15,0,0,0.8129861354827881,exact_match,9326.0
south,south,True,1,1,16,16,0,0,0.8777761459350586,exact_match,9327.0
3s,3s,True,2,2,15,15,0,0,0.4358486533164978,exact_match,9328.0
white,white,True,1,1,16,16,0,0,0.8125485777854919,exact_match,9329.0
west,west,True,2,2,15,15,0,0,0.6844347715377808,exact_match,9330.0
south,south,True,1,1,15,15,0,0,0.890847384929657,exact_match,9331.0
1m,1m,True,2,2,14,14,0,0,0.838309109210968,exact_match,9332.0
4s,4s,True,1,1,14,14,0,0,0.8852879405021667,exact_match,9333.0
east,east,True,2,2,20,20,0,0,0.6077251434326172,exact_match,9334.0
1s,1s,True,1,1,14,14,0,0,0.923435389995575,exact_match,9335.0
8m,9m,False,1,1,16,16,0,0,0.3459460735321045,equivalent,9336.0
8p,8p,True,1,1,14,14,0,0,0.8952036499977112,exact_match,9337.0
2m,2m,True,0,0,7,7,0,0,0.937646746635437,exact_match,9338.0
9m,9m,True,1,1,20,20,0,0,0.4286942183971405,exact_match,9339.0
3m,3m,True,0,0,7,7,0,0,0.9637102484703064,exact_match,9340.0
5p,5p,True,1,1,12,12,0,0,0.7230835556983948,exact_match,9341.0
9p,9p,True,0,0,6,6,0,0,0.9768110513687134,exact_match,9342.0
5p,green,False,1,0,14,3,1,11,0.6696938276290894,better_shanten,9343.0
1m,1m,True,0,0,6,6,0,0,0.9694927930831909,exact_match,9344.0
2s,2p,False,1,0,6,3,1,3,0.4726760983467102,better_shanten,9345.0
1m,1m,True,0,0,6,6,0,0,0.8869052529335022,exact_match,9346.0
1s,1s,True,1,1,6,6,0,0,0.4313347339630127,exact_match,9347.0
3m,3m,True,0,0,6,6,0,0,0.5968593955039978,exact_match,9348.0
5m,5m,True,2,2,22,22,0,0,0.3229929804801941,exact_match,9349.0
4p,4p,True,0,0,6,6,0,0,0.6712031364440918,exact_match,9350.0
6m,3s,False,2,1,26,10,1,16,0.3372652530670166,better_shanten,9351.0
5s,4m,False,0,1,6,10,-1,-4,0.42943987250328064,shanten_loss,9352.0
east,east,True,3,3,30,30,0,0,0.7389914393424988,exact_match,9353.0
1s,1m,False,4,4,81,77,0,4,0.4071829915046692,ukeire_loss,9354.0
1p,green,False,2,2,16,16,0,0,0.6435284614562988,equivalent,9355.0
1m,1m,True,3,3,62,62,0,0,0.5865931510925293,exact_match,9356.0
2s,north,False,3,2,43,16,1,27,0.5286099314689636,better_shanten,9357.0
west,4m,False,3,3,68,61,0,7,0.3502886891365051,ukeire_loss,9358.0
north,green,False,3,3,43,44,0,-1,0.349309504032135,near_equivalent,9359.0
north,north,True,2,2,48,48,0,0,0.43825334310531616,exact_match,9360.0
south,green,False,2,2,20,20,0,0,0.5251278877258301,equivalent,9361.0
4m,4m,True,1,1,15,15,0,0,0.6381340622901917,exact_match,9362.0
7s,7s,True,2,2,18,18,0,0,0.3919529616832733,exact_match,9363.0
7m,3p,False,1,1,37,33,0,4,0.76446932554245,ukeire_loss,9364.0
7m,7m,True,2,2,18,18,0,0,0.7172182202339172,exact_match,9365.0
3p,3p,True,0,0,5,5,0,0,0.9891836643218994,exact_match,9366.0
1m,green,False,2,2,19,19,0,0,0.49326613545417786,equivalent,9367.0
2s,2s,True,0,0,5,5,0,0,0.9835045337677002,exact_match,9368.0
green,green,True,2,2,19,19,0,0,0.4860565960407257,exact_match,9369.0
1s,1s,True,0,0,5,5,0,0,0.9949959516525269,exact_match,9370.0
9p,8s,False,1,1,12,16,0,-4,0.6494885087013245,better_ukeire,9371.0
3m,3m,True,0,0,5,5,0,0,0.9982849955558777,exact_match,9372.0
north,north,True,1,1,12,12,0,0,0.6871711611747742,exact_match,9373.0
4p,4p,True,0,0,5,5,0,0,0.990731418132782,exact_match,9374.0
1s,1s,True,1,1,11,11,0,0,0.7964648008346558,exact_match,9375.0
south,south,True,0,0,5,5,0,0,0.9905301928520203,exact_match,9376.0
9m,9m,True,1,1,11,11,0,0,0.5589677095413208,exact_match,9377.0
6p,north,False,4,4,27,69,0,-42,0.47814399003982544,better_ukeire,9378.0
8s,1m,False,4,3,26,21,1,5,0.43535834550857544,better_shanten,9379.0
2s,1m,False,4,4,24,25,0,-1,0.3647373616695404,near_equivalent,9380.0
2p,1m,False,4,4,23,54,0,-31,0.467693567276001,better_ukeire,9381.0
4p,1m,False,4,3,22,18,1,4,0.4581666588783264,better_shanten,9382.0
4p,4p,True,4,4,22,22,0,0,0.23143582046031952,exact_match,9383.0
1m,8s,False,4,4,22,23,0,-1,0.3002193868160248,near_equivalent,9384.0
8s,7p,False,4,4,46,46,0,0,0.47134146094322205,equivalent,9385.0
7p,north,False,4,4,43,54,0,-11,0.3542802929878235,better_ukeire,9386.0
north,north,True,4,4,50,50,0,0,0.5129099488258362,exact_match,9387.0
east,south,False,3,3,38,39,0,-1,0.45571407675743103,near_equivalent,9388.0
green,south,False,2,2,26,26,0,0,0.6790772676467896,equivalent,9389.0
west,south,False,2,2,26,26,0,0,0.5408017635345459,equivalent,9390.0
south,south,True,1,1,15,15,0,0,0.864841878414154,exact_match,9391.0
red,red,True,1,1,15,15,0,0,0.9634231328964233,exact_match,9392.0
1m,1m,True,2,2,12,12,0,0,0.7715153694152832,exact_match,9393.0
9s,south,False,2,2,12,12,0,0,0.7349416613578796,equivalent,9394.0
south,south,True,2,2,14,14,0,0,0.8163748383522034,exact_match,9395.0
south,south,True,2,2,13,13,0,0,0.846102237701416,exact_match,9396.0
1s,1s,True,1,1,8,8,0,0,0.5884042978286743,exact_match,9397.0
4p,5m,False,1,1,10,6,0,4,0.489381343126297,ukeire_loss,9398.0
white,white,True,1,1,10,10,0,0,0.9069843888282776,exact_match,9399.0
7m,7m,True,0,0,3,3,0,0,0.9673639535903931,exact_match,9400.0
4p,4p,True,0,0,3,3,0,0,0.9452551007270813,exact_match,9401.0
6m,west,False,5,5,53,33,0,20,0.3025255799293518,ukeire_loss,9402.0
5s,9s,False,4,5,40,49,-1,-9,0.22714602947235107,shanten_loss,9403.0
3m,1s,False,3,4,15,41,-1,-26,0.3299199044704437,shanten_loss,9404.0
5p,1s,False,2,3,11,12,-1,-1,0.45343276858329773,shanten_loss,9405.0
5p,2s,False,2,2,11,11,0,0,0.344130277633667,equivalent,9406.0
2m,2m,True,2,2,11,11,0,0,0.7555149793624878,exact_match,9407.0
2s,3p,False,2,2,10,10,0,0,0.23502621054649353,equivalent,9408.0
6s,6s,True,2,2,10,10,0,0,0.5687470436096191,exact_match,9409.0
8m,8m,True,2,2,10,10,0,0,0.44363635778427124,exact_match,9410.0
6m,6m,True,2,2,9,9,0,0,0.6856114268302917,exact_match,9411.0
9p,1p,False,2,3,9,21,-1,-12,0.4312629997730255,shanten_loss,9412.0
east,9p,False,1,2,5,5,-1,0,0.5921279788017273,shanten_loss,9413.0
3p,9p,False,1,2,5,5,-1,0,0.24679501354694366,shanten_loss,9414.0
3p,3p,True,1,1,5,5,0,0,0.35122770071029663,exact_match,9415.0
3s,3s,True,0,0,3,3,0,0,0.7526401281356812,exact_match,9416.0
north,north,True,0,0,3,3,0,0,0.45098504424095154,exact_match,9417.0
east,9s,False,4,4,56,57,0,-1,0.5644798874855042,near_equivalent,9418.0
north,north,True,3,3,45,45,0,0,0.5118516087532043,exact_match,9419.0
white,9s,False,3,3,57,54,0,3,0.5291402339935303,ukeire_loss,9420.0
2s,9s,False,2,2,23,23,0,0,0.6337751746177673,equivalent,9421.0
red,9s,False,2,2,20,20,0,0,0.6682104468345642,equivalent,9422.0
9s,9s,True,2,2,22,22,0,0,0.618575930595398,exact_match,9423.0
1s,1s,True,1,1,13,13,0,0,0.7791656255722046,exact_match,9424.0
6s,2m,False,1,1,15,12,0,3,0.7865560054779053,ukeire_loss,9425.0
9s,9s,True,4,4,61,61,0,0,0.4020903408527374,exact_match,9426.0
south,south,True,4,4,81,81,0,0,0.6673550009727478,exact_match,9427.0
east,north,False,4,4,60,62,0,-2,0.3343530595302582,near_equivalent,9428.0
red,1m,False,4,4,88,84,0,4,0.421909362077713,ukeire_loss,9429.0
west,west,True,3,3,22,22,0,0,0.35676196217536926,exact_match,9430.0
9m,9m,True,3,3,67,67,0,0,0.5372905731201172,exact_match,9431.0
red,red,True,3,3,44,44,0,0,0.8531350493431091,exact_match,9432.0
1m,1m,True,3,3,70,70,0,0,0.6345360279083252,exact_match,9433.0
9p,1m,False,2,2,14,12,0,2,0.26399657130241394,near_equivalent,9434.0
white,white,True,3,3,68,68,0,0,0.8528580069541931,exact_match,9435.0
9p,9p,True,2,2,15,15,0,0,0.7549978494644165,exact_match,9436.0
8p,8p,True,2,2,44,44,0,0,0.696946382522583,exact_match,9437.0
1m,1m,True,1,1,10,10,0,0,0.9513078331947327,exact_match,9438.0
2p,7s,False,2,2,52,47,0,5,0.44931524991989136,ukeire_loss,9439.0
3s,3p,False,2,2,51,50,0,1,0.7009477615356445,near_equivalent,9440.0
7p,7p,True,2,2,50,50,0,0,0.8941813707351685,exact_match,9441.0
green,green,True,2,2,15,15,0,0,0.7269577980041504,exact_match,9442.0
2p,2p,True,2,2,31,31,0,0,0.799755334854126,exact_match,9443.0
3p,3p,True,2,2,31,31,0,0,0.7915129661560059,exact_match,9444.0
1s,1s,True,1,1,9,9,0,0,0.8209162950515747,exact_match,9445.0
9m,9m,True,1,1,9,9,0,0,0.9224436283111572,exact_match,9446.0
green,green,True,1,1,9,9,0,0,0.9409075975418091,exact_match,9447.0
south,south,True,3,3,43,43,0,0,0.8217222094535828,exact_match,9448.0
white,white,True,2,2,16,16,0,0,0.9336681962013245,exact_match,9449.0
9p,red,False,2,2,14,14,0,0,0.8259722590446472,equivalent,9450.0
6p,6p,True,2,2,20,20,0,0,0.655444860458374,exact_match,9451.0
red,red,True,2,2,17,17,0,0,0.8627109527587891,exact_match,9452.0
4m,1p,False,2,2,20,20,0,0,0.3045392632484436,equivalent,9453.0
1p,north,False,3,2,58,16,1,42,0.8200600147247314,better_shanten,9454.0
2s,3s,False,2,3,27,60,-1,-33,0.29478853940963745,shanten_loss,9455.0
2p,west,False,3,3,51,58,0,-7,0.6649025082588196,better_ukeire,9456.0
5s,5s,True,2,2,26,26,0,0,0.8326111435890198,exact_match,9457.0
west,4s,False,3,3,57,49,0,8,0.47772660851478577,ukeire_loss,9458.0
3p,3p,True,1,1,15,15,0,0,0.5443938374519348,exact_match,9459.0
9m,9m,True,2,2,13,13,0,0,0.39320486783981323,exact_match,9460.0
1p,1p,True,0,0,8,8,0,0,0.9698579907417297,exact_match,9461.0
north,8s,False,1,1,10,10,0,0,0.4261890649795532,equivalent,9462.0
6p,6p,True,0,0,8,8,0,0,0.9975461363792419,exact_match,9463.0
7p,7p,True,1,1,8,8,0,0,0.8628934025764465,exact_match,9464.0
5m,5m,True,0,0,8,8,0,0,0.9907810091972351,exact_match,9465.0
green,green,True,4,4,70,70,0,0,0.38157597184181213,exact_match,9466.0
east,east,True,3,3,27,27,0,0,0.8418375253677368,exact_match,9467.0
white,white,True,3,3,19,19,0,0,0.3794548809528351,exact_match,9468.0
white,white,True,2,2,19,19,0,0,0.8206207752227783,exact_match,9469.0
south,south,True,3,3,66,66,0,0,0.6424756050109863,exact_match,9470.0
north,north,True,2,2,23,23,0,0,0.9337965250015259,exact_match,9471.0
green,green,True,3,3,66,66,0,0,0.8746684193611145,exact_match,9472.0
9m,9m,True,1,1,11,11,0,0,0.5274299383163452,exact_match,9473.0
9p,3m,False,3,3,71,61,0,10,0.47659701108932495,ukeire_loss,9474.0
north,north,True,1,1,11,11,0,0,0.8019987940788269,exact_match,9475.0
9s,9s,True,2,2,50,50,0,0,0.31507256627082825,exact_match,9476.0
1p,1p,True,1,1,11,11,0,0,0.915235161781311,exact_match,9477.0
3m,3m,True,1,1,7,7,0,0,0.5818268060684204,exact_match,9478.0
3s,7m,False,1,1,6,11,0,-5,0.38370397686958313,better_ukeire,9479.0
2s,2s,True,0,0,4,4,0,0,0.9916131496429443,exact_match,9480.0
1m,1m,True,1,1,7,7,0,0,0.8438122868537903,exact_match,9481.0
7s,5s,False,0,0,4,4,0,0,0.9856089949607849,equivalent,9482.0
1s,8p,False,1,1,6,8,0,-2,0.4934564232826233,near_equivalent,9483.0
5s,7s,False,0,0,3,4,0,-1,0.8569014668464661,near_equivalent,9484.0
7s,8p,False,1,2,8,45,-1,-37,0.6409799456596375,shanten_loss,9485.0
red,red,True,0,0,3,3,0,0,0.9197615385055542,exact_match,9486.0
8p,8p,True,1,1,15,15,0,0,0.6686494946479797,exact_match,9487.0
2m,2m,True,0,0,3,3,0,0,0.35170426964759827,exact_match,9488.0
8m,8m,True,0,0,5,5,0,0,0.7277519702911377,exact_match,9489.0
green,green,True,2,2,15,15,0,0,0.7579337358474731,exact_match,9490.0
8m,8m,True,2,2,15,15,0,0,0.6271377205848694,exact_match,9491.0
green,green,True,2,2,15,15,0,0,0.8307388424873352,exact_match,9492.0
9m,9m,True,2,2,15,15,0,0,0.9319795370101929,exact_match,9493.0
green,green,True,2,2,13,13,0,0,0.8236750960350037,exact_match,9494.0
5p,5p,True,2,2,23,23,0,0,0.7088625431060791,exact_match,9495.0
red,red,True,2,2,22,22,0,0,0.7708218097686768,exact_match,9496.0
2p,2p,True,1,1,14,14,0,0,0.9345095157623291,exact_match,9497.0
3m,3m,True,0,0,7,7,0,0,0.9920039772987366,exact_match,9498.0
west,west,True,0,0,7,7,0,0,0.9958598017692566,exact_match,9499.0
green,green,True,0,0,7,7,0,0,0.9935737252235413,exact_match,9500.0
8m,8m,True,0,0,7,7,0,0,0.9933045506477356,exact_match,9501.0
9m,9m,True,2,2,50,50,0,0,0.8858462572097778,exact_match,9502.0
2m,2p,False,2,2,58,49,0,9,0.5440146923065186,ukeire_loss,9503.0
2p,6m,False,1,1,8,8,0,0,0.439746618270874,equivalent,9504.0
1s,6m,False,1,1,15,25,0,-10,0.5161261558532715,better_ukeire,9505.0
9m,9m,True,1,1,15,15,0,0,0.9809908866882324,exact_match,9506.0
9s,9s,True,1,1,14,14,0,0,0.7900699973106384,exact_match,9507.0
3s,6m,False,1,1,29,26,0,3,0.6589733362197876,ukeire_loss,9508.0
7s,6m,False,1,1,35,27,0,8,0.4725790023803711,ukeire_loss,9509.0
6m,6m,True,0,0,4,4,0,0,0.6878750920295715,exact_match,9510.0
9m,9m,True,0,0,4,4,0,0,0.9808893799781799,exact_match,9511.0
2s,east,False,3,3,41,52,0,-11,0.4130072295665741,better_ukeire,9512.0
east,east,True,3,3,40,40,0,0,0.5247129797935486,exact_match,9513.0
9p,9p,True,0,0,7,7,0,0,0.761559247970581,exact_match,9514.0
1p,6p,False,0,0,3,4,0,-1,0.3460090160369873,near_equivalent,9515.0
9m,9m,True,0,0,7,7,0,0,0.9790260791778564,exact_match,9516.0
5m,1s,False,0,1,3,12,-1,-9,0.3522654175758362,shanten_loss,9517.0
west,west,True,5,5,90,90,0,0,0.2746233344078064,exact_match,9518.0
1m,1m,True,3,3,52,52,0,0,0.6379928588867188,exact_match,9519.0
south,1p,False,4,4,79,71,0,8,0.4278864562511444,ukeire_loss,9520.0
9p,green,False,2,2,12,12,0,0,0.7765912413597107,equivalent,9521.0
white,1p,False,3,3,68,61,0,7,0.7324314713478088,ukeire_loss,9522.0
green,green,True,1,1,8,8,0,0,0.9164426326751709,exact_match,9523.0
1p,1p,True,2,2,12,12,0,0,0.8651573657989502,exact_match,9524.0
7m,7m,True,1,1,23,23,0,0,0.6576691269874573,exact_match,9525.0
1m,9p,False,1,2,8,63,-1,-55,0.6146131753921509,shanten_loss,9526.0
south,south,True,1,1,23,23,0,0,0.8330907225608826,exact_match,9527.0
red,red,True,1,1,8,8,0,0,0.699431836605072,exact_match,9528.0
green,green,True,1,1,22,22,0,0,0.8418022990226746,exact_match,9529.0
north,north,True,1,1,8,8,0,0,0.42170456051826477,exact_match,9530.0
6p,3s,False,0,1,3,37,-1,-34,0.5197024941444397,shanten_loss,9531.0
red,red,True,1,1,8,8,0,0,0.5540602207183838,exact_match,9532.0
3s,8s,False,0,0,4,3,0,1,0.5192212462425232,near_equivalent,9533.0
8s,8s,True,0,0,6,6,0,0,0.9216784834861755,exact_match,9534.0
north,north,True,4,4,74,74,0,0,0.8266794085502625,exact_match,9535.0
south,south,True,5,5,72,72,0,0,0.3603932857513428,exact_match,9536.0
1s,green,False,3,3,35,37,0,-2,0.44071531295776367,near_equivalent,9537.0
green,green,True,5,5,82,82,0,0,0.24756373465061188,exact_match,9538.0
green,green,True,3,3,42,42,0,0,0.7674168944358826,exact_match,9539.0
east,1m,False,4,4,72,68,0,4,0.29251226782798767,ukeire_loss,9540.0
2p,red,False,2,2,13,15,0,-2,0.8071560859680176,near_equivalent,9541.0
white,white,True,4,4,72,72,0,0,0.41314131021499634,exact_match,9542.0
9s,9s,True,2,2,13,13,0,0,0.8058767318725586,exact_match,9543.0
1m,1m,True,3,3,64,64,0,0,0.588434636592865,exact_match,9544.0
red,red,True,1,1,9,9,0,0,0.6982806921005249,exact_match,9545.0
2m,2m,True,3,3,63,63,0,0,0.6543119549751282,exact_match,9546.0
east,east,True,1,1,9,9,0,0,0.8467334508895874,exact_match,9547.0
9m,9m,True,2,2,15,15,0,0,0.5645953416824341,exact_match,9548.0
8s,8s,True,1,1,7,7,0,0,0.7322038412094116,exact_match,9549.0
1p,8m,False,3,2,58,15,1,43,0.7077726721763611,better_shanten,9550.0
7p,west,False,2,2,29,29,0,0,0.522687554359436,equivalent,9551.0
1s,white,False,3,3,20,20,0,0,0.48808279633522034,equivalent,9552.0
white,white,True,3,3,24,24,0,0,0.6905727386474609,exact_match,9553.0
8m,8m,True,3,3,28,28,0,0,0.3668569028377533,exact_match,9554.0
1p,1p,True,2,2,16,16,0,0,0.3439677357673645,exact_match,9555.0
9p,9p,True,2,2,42,42,0,0,0.2942454516887665,exact_match,9556.0
9s,9s,True,2,2,43,43,0,0,0.4607390761375427,exact_match,9557.0
south,south,True,2,2,42,42,0,0,0.6410812139511108,exact_match,9558.0
2s,2s,True,2,2,41,41,0,0,0.7369540929794312,exact_match,9559.0
2s,2s,True,2,2,38,38,0,0,0.7551107406616211,exact_match,9560.0
7s,7s,True,1,1,14,14,0,0,0.4607176184654236,exact_match,9561.0
6p,6p,True,0,0,3,3,0,0,0.7894546985626221,exact_match,9562.0
4m,1m,False,3,3,36,44,0,-8,0.5988658666610718,better_ukeire,9563.0
8m,1m,False,3,3,35,39,0,-4,0.3538517355918884,better_ukeire,9564.0
5p,1m,False,3,2,41,11,1,30,0.46915674209594727,better_shanten,9565.0
5p,white,False,3,3,39,53,0,-14,0.29467475414276123,better_ukeire,9566.0
1m,1m,True,2,2,12,12,0,0,0.5435915589332581,exact_match,9567.0
3m,3m,True,2,2,12,12,0,0,0.887998640537262,exact_match,9568.0
2m,2m,True,2,2,12,12,0,0,0.9134172201156616,exact_match,9569.0
1s,north,False,2,2,11,11,0,0,0.8019903302192688,equivalent,9570.0
6m,6m,True,2,2,11,11,0,0,0.8704254031181335,exact_match,9571.0
green,9p,False,2,2,11,11,0,0,0.42226552963256836,equivalent,9572.0
8m,8m,True,2,2,10,10,0,0,0.669838011264801,exact_match,9573.0
